run_ts,logn,k,slots,blocks,seed,rounds,subbytes,xor,clean,cleandepth,place,extract,extractlv,primes,logscale,refresh_lv,ark_lv,seq,round,step,ms,level,prec_avg,prec_min,worst_err,slots_pooled,bit_err,blocks_wrong
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,20,4,AddRoundKey,673.322,7,10.198,6.552,0.010658,262144,0.010658,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,21,4,Cleaning,1155.102,5,18.78,11.509,0.000343,262144,0.000343,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,22,5,SubBytes,7605.572,2,14.552,10.442,0.000719,262144,0.000719,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,23,5,Refresh,57062.047,11,11.704,6.301,0.012686,262144,0.012686,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,24,5,MixColumns,3883.915,8,10.106,5.82,0.017698,262144,0.017698,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,25,5,AddRoundKey,680.015,7,10.106,5.82,0.017698,262144,0.017698,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,26,5,Cleaning,1169.841,5,18.598,10.039,0.000951,262144,0.000951,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,27,6,SubBytes,7572.327,2,14.434,9.195,0.001706,262144,0.001706,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,28,6,Refresh,56552.99,11,11.625,5.019,0.030841,262144,0.030841,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,29,6,MixColumns,3786.081,8,10.032,4.646,0.039945,262144,0.039945,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,30,6,AddRoundKey,674.042,7,10.032,4.646,0.039945,262144,0.039945,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,31,6,Cleaning,1188.487,5,18.451,7.746,0.004659,262144,0.004659,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,32,7,SubBytes,7619.879,2,14.321,6.999,0.007818,262144,0.007818,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,33,7,Refresh,57430.095,11,11.531,3.621,0.081281,262144,0.081281,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,34,7,MixColumns,3871.274,8,9.934,2.416,0.187439,262144,0.187439,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,35,7,AddRoundKey,650.811,7,9.934,2.416,0.187439,262144,0.187439,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,36,7,Cleaning,1105.817,5,18.255,3.076,0.118571,262144,0.118571,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,37,8,SubBytes,7493.492,2,14.173,2.394,0.190229,262144,0.190229,0
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,38,8,Refresh,55834.19,11,11.402,-0.58,1.494517,262144,0.499608,3
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,39,8,MixColumns,3914.087,8,9.796,-1.006,2.007761,262144,1.11334,3
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,40,8,AddRoundKey,696.454,7,9.796,-1.006,2.007761,262144,1.11334,3
2026-09-07T16:59:05+02:00,12,4,4096,2048,1788793145584114881,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"half (demi-spectre, k lv)",4,31,38,11,8,41,8,Cleaning,1120.618,5,17.984,-2.696,6.478612,262144,5.478612,4
