run_ts,host,gomaxprocs,go_version,git_commit,logn,k,slots,blocks,seed,rounds,subbytes,xor,clean,cleandepth,place,extract,extractlv,logscale,primes,logq0,logq,logp,logqp,dnum,digit_bits,marge,q_sizes,p_sizes,chain_id,h,h_tilde,s2c_levels,c2s_levels,mod1_type,mod1_deg,mod1_k,logmsgratio,galois_keys,key_gb,keygen_ms,dft_ms,refresh_lv,ark_lv,seq,round,step,ms,elapsed_ms,level,prec_avg,prec_min,worst_err,slots_pooled,bit_err,blocks_wrong
2026-09-15T10:33:58+02:00,ordi-2-nathan,8,go1.26.7,ba0a1a36+,11,4,2048,1024,1789461238816035679,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"clean (interp+cleaning, k+1 lv)",5,38,32,38,1158.0,336.0,1494.0,4,304.0,32.0,38 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 38 38 38 38 38 38 38 38 38 38 38 38 38 38,42 42 42 42 42 42 42 42,3247eb29,256,32,1,1 1 1,CosDiscrete,30,16,0,65,0.352,1769.6,3866.5,11,8,1,0,FirstRound,126.822,126.822,5,25.362,21.009,0.000000,131072,0.000000,0
2026-09-15T10:33:58+02:00,ordi-2-nathan,8,go1.26.7,ba0a1a36+,11,4,2048,1024,1789461238816035679,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"clean (interp+cleaning, k+1 lv)",5,38,32,38,1158.0,336.0,1494.0,4,304.0,32.0,38 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 38 38 38 38 38 38 38 38 38 38 38 38 38 38,42 42 42 42 42 42 42 42,3247eb29,256,32,1,1 1 1,CosDiscrete,30,16,0,65,0.352,1769.6,3866.5,11,8,2,1,SubBytes,3367.790,3494.612,2,15.750,10.362,0.000760,131072,0.000760,0
2026-09-15T10:33:58+02:00,ordi-2-nathan,8,go1.26.7,ba0a1a36+,11,4,2048,1024,1789461238816035679,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"clean (interp+cleaning, k+1 lv)",5,38,32,38,1158.0,336.0,1494.0,4,304.0,32.0,38 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 38 38 38 38 38 38 38 38 38 38 38 38 38 38,42 42 42 42 42 42 42 42,3247eb29,256,32,1,1 1 1,CosDiscrete,30,16,0,65,0.352,1769.6,3866.5,11,8,3,1,Refresh,22029.977,25524.590,11,22.507,14.827,0.000034,131072,0.000034,0
2026-09-15T10:33:58+02:00,ordi-2-nathan,8,go1.26.7,ba0a1a36+,11,4,2048,1024,1789461238816035679,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"clean (interp+cleaning, k+1 lv)",5,38,32,38,1158.0,336.0,1494.0,4,304.0,32.0,38 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 38 38 38 38 38 38 38 38 38 38 38 38 38 38,42 42 42 42 42 42 42 42,3247eb29,256,32,1,1 1 1,CosDiscrete,30,16,0,65,0.352,1769.6,3866.5,11,8,4,1,MixColumns,1704.104,27228.694,8,19.263,13.552,0.000083,131072,0.000083,0
2026-09-15T10:33:58+02:00,ordi-2-nathan,8,go1.26.7,ba0a1a36+,11,4,2048,1024,1789461238816035679,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"clean (interp+cleaning, k+1 lv)",5,38,32,38,1158.0,336.0,1494.0,4,304.0,32.0,38 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 38 38 38 38 38 38 38 38 38 38 38 38 38 38,42 42 42 42 42 42 42 42,3247eb29,256,32,1,1 1 1,CosDiscrete,30,16,0,65,0.352,1769.6,3866.5,11,8,5,1,AddRoundKey,315.684,27544.378,7,19.262,13.552,0.000083,131072,0.000083,0
2026-09-15T10:33:58+02:00,ordi-2-nathan,8,go1.26.7,ba0a1a36+,11,4,2048,1024,1789461238816035679,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"clean (interp+cleaning, k+1 lv)",5,38,32,38,1158.0,336.0,1494.0,4,304.0,32.0,38 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 38 38 38 38 38 38 38 38 38 38 38 38 38 38,42 42 42 42 42 42 42 42,3247eb29,256,32,1,1 1 1,CosDiscrete,30,16,0,65,0.352,1769.6,3866.5,11,8,6,1,Cleaning,474.545,28018.924,5,24.817,19.625,0.000001,131072,0.000001,0
2026-09-15T10:33:58+02:00,ordi-2-nathan,8,go1.26.7,ba0a1a36+,11,4,2048,1024,1789461238816035679,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"clean (interp+cleaning, k+1 lv)",5,38,32,38,1158.0,336.0,1494.0,4,304.0,32.0,38 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 38 38 38 38 38 38 38 38 38 38 38 38 38 38,42 42 42 42 42 42 42 42,3247eb29,256,32,1,1 1 1,CosDiscrete,30,16,0,65,0.352,1769.6,3866.5,11,8,7,2,SubBytes,3459.704,31478.629,2,10.723,8.780,0.002275,131072,0.002275,0
2026-09-15T10:33:58+02:00,ordi-2-nathan,8,go1.26.7,ba0a1a36+,11,4,2048,1024,1789461238816035679,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"clean (interp+cleaning, k+1 lv)",5,38,32,38,1158.0,336.0,1494.0,4,304.0,32.0,38 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 38 38 38 38 38 38 38 38 38 38 38 38 38 38,42 42 42 42 42 42 42 42,3247eb29,256,32,1,1 1 1,CosDiscrete,30,16,0,65,0.352,1769.6,3866.5,11,8,8,2,Refresh,22827.372,54306.001,11,14.664,9.650,0.001245,131072,0.001245,0
2026-09-15T10:33:58+02:00,ordi-2-nathan,8,go1.26.7,ba0a1a36+,11,4,2048,1024,1789461238816035679,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"clean (interp+cleaning, k+1 lv)",5,38,32,38,1158.0,336.0,1494.0,4,304.0,32.0,38 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 38 38 38 38 38 38 38 38 38 38 38 38 38 38,42 42 42 42 42 42 42 42,3247eb29,256,32,1,1 1 1,CosDiscrete,30,16,0,65,0.352,1769.6,3866.5,11,8,9,2,MixColumns,1737.292,56043.293,8,11.007,7.924,0.004116,131072,0.004116,0
2026-09-15T10:33:58+02:00,ordi-2-nathan,8,go1.26.7,ba0a1a36+,11,4,2048,1024,1789461238816035679,9,2,nosq (x+y-2xy),Cleaning (2 lv),2,XorThenClean,"clean (interp+cleaning, k+1 lv)",5,38,32,38,1158.0,336.0,1494.0,4,304.0,32.0,38 60 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 38 38 38 38 38 38 38 38 38 38 38 38 38 38,42 42 42 42 42 42 42 42,3247eb29,256,32,1,1 1 1,CosDiscrete,30,16,0,65,0.352,1769.6,3866.5,11,8,10,2,AddRoundKey,345.812,56389.106,7,11.007,7.924,0.004116,131072,0.004116,0
